ID,eta,pt,p,phi,motherPDG,nClusters,pDca,chi2,chi2MatchMCHMID,chi2MatchMCHMFT,isPrompt
157677,-3.25221,0.281764,3.64687,0.212875,211,10,67.4333,0.339844,1.4375,-1,1
176598,-2.67292,0.344752,2.50828,2.87707,211,11,11.7039,0.0791016,1.99219,-1,0
186794,-3.51902,0.199048,3.36201,-2.35191,321,11,32.1663,0.149414,0.964844,-1,1
188367,-3.25052,0.338736,4.37692,0.236776,411,10,64.7645,0.100586,0.328125,-1,0
223475,-2.67647,1.44111,10.5219,2.21716,321,10,91.4783,0.255859,0.742188,-1,1
243449,-2.57972,0.416981,2.76651,0.671703,321,10,77.788,0.211914,2.4375,-1,1
306495,-3.36668,0.806617,11.7027,-2.18201,211,10,33.0764,0.0786133,0.519531,-1,1
329150,-2.54403,0.311507,1.99511,1.09713,211,10,128.447,0.503906,0.847656,-1,1
382721,-3.52997,0.335106,5.72233,2.96248,211,10,121.689,0.417969,0.204102,-1,1
438040,-3.87913,0.130007,3.14633,-0.133585,211,10,53.3815,0.157227,0.894531,-1,1
452153,-3.28483,0.352041,4.70713,1.90776,321,10,40.6335,0.111328,0.416016,-1,1
520154,-3.67085,0.122591,2.40956,0.782492,211,10,82.2589,0.291016,0.839844,-1,1
552282,-3.26062,0.320827,4.18745,-0.246767,211,10,92.8854,0.238281,0.269531,-1,1
630734,-2.92427,0.386743,3.61109,-2.16228,211,10,128.192,0.179688,0.535156,-1,1
634504,-3.20908,0.324102,4.01831,-3.13022,211,10,25.5308,0.179688,0.151367,-1,1
722221,-3.22715,0.187769,2.37034,-0.290059,211,10,61.3458,0.166016,1.76562,-1,1
759575,-3.01857,1.85781,19.0526,-2.55753,321,12,35.9067,0.0483398,0.9375,-1,1
858173,-2.97403,0.19308,1.89428,1.17008,211,11,47.9518,0.182617,2.29688,-1,1
871804,-2.9071,0.435097,3.99382,-1.10298,211,10,21.2483,0.392578,3,-1,0
899021,-3.56111,0.4803,8.46067,1.33053,211,10,50.412,0.097168,1.375,-1,1
926292,-3.42201,0.214316,3.28583,-0.335216,421,13,34.9755,0.198242,1.75,-1,1
940190,-2.7229,0.354571,2.7107,2.65569,211,12,86.9266,0.1875,2.09375,-1,1
971479,-3.55769,0.137091,2.40667,-2.75592,321,10,8.57034,0.245117,1.02344,-1,1
975691,-2.33125,0.316001,1.6413,0.799306,321,11,65.0015,0.189453,4.1875,-1,1
984260,-2.76722,0.808448,6.45838,1.54122,321,11,302.783,0.412109,0.065918,-1,1
1014481,-2.2176,0.469294,2.18085,1.30338,211,13,117.307,0.171875,1,-1,1
1127754,-2.80851,0.381627,3.17619,1.19392,421,10,62.9398,0.792969,1.07031,-1,1
1184964,-2.93447,0.345683,3.2606,-2.68731,211,10,71.0702,0.0986328,2.57812,-1,0
153108,-3.73031,2.1403,44.6424,3.13113,411,10,146.908,0.060791,0.601562,-1,1
463792,-3.26225,0.372059,4.86402,-3.10416,211,11,114.487,0.151367,1.35156,-1,0
541870,-3.36798,0.627884,9.12135,1.27987,211,10,64.5005,0.488281,1.64062,-1,1
730615,-3.32728,0.932711,13.0106,-1.93928,211,10,155.711,0.0976562,0.875,-1,1
729770,-3.72921,0.209686,4.36883,2.47904,211,10,39.102,0.178711,0.804688,-1,0
807848,-3.80063,0.225849,5.05356,-0.136419,421,9,43.5072,0.0668945,1,-1,0
824522,-4.17538,0.366762,11.9344,2.80603,211,10,47.4344,0.648438,1.0625,-1,1
936414,-2.55208,0.648923,4.18935,-0.82005,321,10,35.7554,0.171875,0.189453,-1,1
1062075,-3.2112,0.293158,3.64236,1.35111,211,10,35.9651,0.179688,3.03125,-1,0
1069377,-3.21361,0.26958,3.35749,0.579062,431,10,18.5134,0.300781,2.14062,-1,1
1109333,-2.7779,0.515902,4.16521,0.0346771,211,12,17.5141,0.220703,1.58594,-1,1
1115296,-2.96626,0.558723,5.43935,-3.08067,211,12,90.5972,0.0825195,1.0625,-1,1
1146800,-3.13691,0.378979,4.37267,-0.724479,211,10,56.7652,0.326172,2.03125,-1,1
1315288,-3.83573,0.119892,2.77844,2.54427,130,10,70.9152,0.193359,0.96875,-1,0
1393900,-3.45632,0.152802,2.42432,0.506154,321,10,38.9705,0.0839844,0.271484,-1,1
1542611,-3.12805,0.175133,2.00292,-2.01529,211,10,50.6238,0.0761719,1.25,-1,1
1593629,-3.88159,0.0948236,2.3005,0.296868,211,9,63.6745,0.494141,0.65625,-1,1
1638837,-3.45675,0.885048,14.048,1.39718,211,11,40.0027,0.0874023,0.306641,-1,0
2546,-3.53177,0.236435,4.04467,-1.33283,130,10,48.291,0.161133,0.363281,-1,0
45728,-2.88706,0.199474,1.79489,-2.74438,211,12,53.5266,0.292969,4.375,-1,1
114104,-2.65998,0.32313,2.32104,-2.79043,211,11,107.906,0.302734,13,-1,0
145917,-3.16748,0.561288,6.67646,0.0434636,321,11,115.978,0.208984,1.67188,-1,1
248295,-3.39607,0.310963,4.64579,2.74697,321,11,38.8945,0.0917969,0.233398,-1,1
254926,-3.32272,0.723611,10.048,1.71782,211,11,104.438,3.59375,0.890625,-1,1
285671,-3.36806,0.25245,3.66768,0.171775,211,12,63.568,0.135742,1.39844,-1,1
313963,-2.55898,0.514735,3.34577,2.82731,321,11,138.124,0.149414,1.64062,-1,1
427533,-3.14112,1.17549,13.6198,-1.69715,211,12,67.0854,0.302734,0.261719,-1,1
443648,-2.4913,0.913776,5.55564,1.04299,211,10,77.6704,0.115723,1.46094,-1,1
462618,-3.20853,0.299963,3.717,0.0642732,211,11,18.5417,0.15332,0.632812,-1,1
548185,-3.1532,0.215556,2.52779,-2.78002,211,10,38.0685,0.243164,1.10156,-1,0
578532,-3.32888,0.182093,2.54409,-2.7795,211,11,50.8813,0.320312,5.9375,-1,1
601845,-3.00515,0.771375,7.80582,2.41784,211,10,146.485,0.097168,0.582031,-1,1
610882,-3.01157,0.362863,3.69548,-0.477453,431,11,69.2809,0.074707,2.0625,-1,1
842745,-3.20266,0.232094,2.85923,-2.91452,211,11,54.9713,0.347656,0.349609,-1,0
908839,-3.46674,0.204923,3.28528,0.577843,321,11,39.6223,0.119141,1.09375,-1,1
948634,-2.87935,0.459553,4.10356,-2.71455,321,11,106.589,0.205078,0.355469,-1,1
1000617,-3.29946,0.245387,3.32927,0.459736,211,11,80.8087,0.177734,1.07031,-1,1
1032458,-3.52251,0.172798,2.92884,1.22629,211,11,43.7137,0.257812,2.15625,-1,0
1182707,-2.94246,0.285217,2.71172,2.64725,321,10,23.4695,0.300781,0.707031,-1,1
1218656,-3.19982,1.91223,23.4907,2.14058,521,10,88.0448,0.0537109,0.216797,-1,1
156397,-3.52121,0.530639,8.98239,2.33456,211,11,51.7636,0.0932617,1.875,-1,0
156021,-2.78714,0.691833,5.63707,0.34578,321,11,208.894,0.148438,1.92969,-1,0
186856,-3.3401,0.187735,2.65245,-2.33157,321,12,44.0404,0.259766,3.0625,-1,1
342351,-3.73593,0.523384,10.9782,1.09771,411,11,62.1915,0.494141,0.165039,-1,1
376759,-2.90332,0.391064,3.57616,2.84461,211,10,92.7133,0.166016,1.9375,-1,0
472074,-2.98406,0.228699,2.26623,2.25161,211,9,61.3134,0.335938,1.64062,-1,1
692377,-2.74113,0.794568,6.1853,-0.977854,531,11,123.762,0.147461,3.6875,-1,1
734698,-3.3653,0.29574,4.2848,-2.5547,211,9,21.19,0.498047,2.01562,-1,1
776418,-2.55851,1.20799,7.8483,-0.681118,211,10,121.359,0.108398,0.330078,-1,1
789022,-3.01995,0.850322,8.7324,2.11726,211,10,237.798,0.119141,1.07031,-1,1
838968,-3.63486,0.573268,10.87,-1.51881,211,10,103.423,0.0644531,0.761719,-1,1
860666,-3.60339,0.271294,4.985,1.52048,211,10,69.4392,0.287109,1.10156,-1,1
888326,-3.35693,0.200647,2.88286,2.71583,321,11,30.1964,0.12793,0.441406,-1,1
892147,-3.64966,0.134755,2.59319,-2.52875,211,10,131.694,0.0854492,1.42969,-1,1
971848,-3.3511,0.231648,3.309,0.642754,211,10,34.0652,1.48438,0.667969,-1,1
1010079,-2.19385,0.379259,1.72205,-2.00026,211,10,93.4646,0.664062,1.34375,-1,0
1019618,-3.06297,0.320451,3.43487,2.08327,321,10,36.8687,0.166016,2.92188,-1,1
1029725,-3.36022,0.4377,6.3095,-0.74678,211,8,179.035,2.96875,0.859375,-1,1
1063419,-3.14986,0.305968,3.57612,-1.52921,211,10,71.3679,0.255859,1.96094,-1,1
1089035,-3.02863,0.464926,4.81602,2.68954,211,11,108.833,0.248047,0.714844,-1,0
1094327,-3.29971,0.20108,2.72883,2.64967,211,12,6.55688,0.361328,0.773438,-1,1
1111862,-2.8303,0.476002,4.0483,-2.01669,321,11,149.388,0.0688477,0.287109,-1,1
1116861,-3.28016,0.631222,8.40084,-0.788881,421,10,20.6035,0.0849609,0.558594,-1,1
1128950,-3.2845,1.03102,13.7812,-0.609928,421,10,27.511,0.0258789,0.458984,-1,1
1161120,-4.36763,0.110595,4.36126,-1.49179,211,11,77.8153,0.302734,0.169922,-1,1
1211067,-3.28944,1.17499,15.783,1.00463,211,10,220.295,0.155273,2.07812,-1,1
1235909,-3.01773,0.482336,4.94245,-2.57319,321,10,91.78,0.0864258,0.18457,-1,1
1250828,-3.15833,0.694355,8.1843,2.3886,211,11,211.5,0.057373,0.664062,-1,0
378762,-3.59348,0.160741,2.92452,-2.94775,211,10,20.2999,0.126953,1.57812,-1,0
484003,-3.24793,0.386306,4.9787,-1.2991,211,9,32.7429,0.455078,1.28125,-1,1
490396,-3.30391,0.425603,5.80002,-1.72721,211,10,67.8292,0.140625,1.39844,-1,1
504010,-2.7193,0.646771,4.92697,2.4966,211,10,113.01,0.211914,0.145508,-1,1
532284,-2.61307,0.587493,4.02851,-3.06546,211,11,174.771,0.257812,0.219727,-1,1
584070,-3.13231,0.510882,5.86763,-1.53175,321,10,168.657,0.601562,0.400391,-1,1
585753,-3.05036,0.451748,4.78184,2.7751,211,11,25.424,0.337891,0.0495605,-1,1
614452,-3.40121,1.17887,17.7029,-0.103729,211,10,261.072,0.105957,0.578125,-1,1
616100,-2.59466,0.310986,2.09398,-0.618333,321,11,75.2164,0.170898,1.84375,-1,1
637004,-2.80866,1.13016,9.40746,1.83089,321,10,45.7919,0.0947266,0.476562,-1,1
647645,-2.86614,0.758448,6.68422,0.141552,421,10,283.034,0.117676,0.181641,-1,1
766812,-2.71628,0.266719,2.02574,-1.23614,211,10,63.8784,0.316406,1.67969,-1,1
803242,-2.56628,0.306633,2.00754,0.660128,211,10,37.0397,0.376953,2.6875,-1,1
944981,-3.4546,0.577756,9.15081,2.56594,211,10,109.546,0.116211,0.416016,-1,0
1043382,-3.07436,0.398018,4.31496,3.08517,211,12,175.866,0.151367,1.07031,-1,1
1063365,-2.8005,0.67927,5.60861,-0.246647,421,9,280.531,0.0556641,0.324219,-1,1
1098198,-2.96468,0.433898,4.2175,-1.94757,211,10,80.0334,0.101562,0.863281,-1,1
1172079,-3.14004,0.789895,9.14229,0.633585,211,10,21.855,0.0737305,0.59375,-1,1
1243987,-3.4379,0.148902,2.31943,2.94281,211,10,96.6547,0.122559,1.50781,-1,1
1245413,-2.98021,0.222078,2.19221,-2.47616,321,11,56.5471,0.3125,4.09375,-1,1
1388831,-3.12671,0.268855,3.07067,-0.821083,321,10,85.1272,0.271484,1.01562,-1,1
1574444,-3.19829,0.176369,2.16329,-2.71227,321,9,58.9617,0.166992,0.683594,-1,1
1619444,-2.66054,0.445459,3.20151,-2.74128,431,11,69.6814,0.183594,0.820312,-1,1
1653849,-3.43057,0.398095,6.15585,0.309395,321,11,82.4893,0.3125,0.667969,-1,1
1669580,-3.58044,0.757607,13.6055,1.20236,211,10,36.8953,0.149414,0.84375,-1,0
1694862,-3.05568,0.166396,1.77067,1.90265,321,10,53.9458,0.314453,0.558594,-1,1
13528,-3.10407,0.230475,2.57364,0.57707,211,10,48.3145,0.178711,0.964844,-1,1
19330,-3.34463,0.601336,8.53461,2.48898,321,10,91.1566,0.0888672,0.130859,-1,1
71320,-2.47257,1.22598,7.31744,-2.78555,211,9,103.026,0.121094,1.47656,-1,1
105915,-3.08121,0.280663,3.06352,-2.97659,321,10,39.5588,0.0898438,2.51562,-1,1
136086,-3.8174,0.64357,14.6437,1.37204,211,11,101.127,0.824219,1.01562,-1,0
185855,-2.48995,0.517564,3.14255,0.26742,211,11,102.443,0.235352,4.9375,-1,1
247558,-2.69836,0.528073,3.94015,0.338873,211,10,66.667,0.162109,2.4375,-1,1
277805,-3.28766,0.384493,5.15554,-2.15837,321,11,71.6708,0.213867,1.17969,-1,1
519558,-2.64264,0.264139,1.865,-0.549533,211,12,55.328,0.139648,0.267578,-1,1
654906,-3.37738,0.323769,4.74776,-0.79625,211,11,72.3763,0.0981445,1.45312,-1,1
703024,-2.867,0.336621,2.96917,0.396705,211,10,152.883,0.433594,1.67969,-1,1
706474,-3.5657,0.13677,2.42033,2.29467,211,10,39.5522,0.0859375,1.75,-1,1
716085,-3.55452,0.316171,5.53292,-2.92033,211,10,48.8595,0.206055,5.875,-1,1
807995,-2.91153,0.448877,4.1385,-0.0451748,211,10,27.5533,0.337891,0.507812,-1,1
815666,-2.62867,0.354878,2.47129,1.22451,211,10,157.592,0.137695,0.917969,-1,1
868448,-3.13571,0.298129,3.4357,0.196964,321,10,10.3155,0.104004,0.0805664,-1,1
915412,-3.29885,0.361901,4.90708,1.96577,321,10,7.46603,0.174805,0.925781,-1,1
1084546,-2.80604,0.659422,5.47477,2.74038,321,10,240.432,0.0625,0.322266,-1,1
1140476,-3.47291,0.600498,9.68643,1.81695,211,10,53.9235,0.117188,1.92188,-1,1
1184518,-3.56393,0.294761,5.20696,-2.80629,321,9,76.3141,0.185547,0.243164,-1,1
1189910,-2.94533,0.301243,2.87228,-0.45672,211,11,81.1927,0.132812,1.32031,-1,0
22282,-2.76965,0.731429,5.8572,0.251241,411,10,18.3855,0.135742,0.980469,-1,1
91481,-3.26305,0.299022,3.9123,2.22232,421,9,78.5924,0.253906,2.59375,-1,1
161184,-2.68802,0.289695,2.13948,-2.46468,321,11,113.161,0.347656,2.73438,-1,1
199276,-3.68476,0.268238,5.34608,-2.11653,211,10,105.454,0.291016,0.808594,-1,1
204122,-2.70965,0.257837,1.94546,1.04418,321,11,80.6624,0.175781,7.34375,-1,1
327124,-2.73359,0.273998,2.11704,-0.983758,211,10,60.2215,0.5,4.1875,-1,1
331989,-3.67541,1.0427,20.5883,1.06504,411,10,26.6143,0.100586,0.40625,-1,1
336831,-2.75063,0.341618,2.6845,3.12349,321,10,39.5319,0.204102,1.35938,-1,1
399303,-2.34872,0.710741,3.75544,-0.116457,321,11,275.909,0.230469,0.71875,-1,1
502333,-2.85668,0.675517,5.89765,-1.76185,211,11,240.958,0.126953,0.0383301,-1,1
587142,-2.73841,0.570831,4.43167,-1.21665,321,10,141.133,0.148438,0.867188,-1,1
614961,-3.69858,0.825058,16.6723,1.78914,211,9,60.0787,0.224609,1.27344,-1,1
617294,-3.55181,0.25029,4.36819,-1.93324,211,10,22.9981,0.152344,0.917969,-1,1
682733,-3.6593,0.999634,19.4229,-1.85687,431,10,104.062,0.115723,0.714844,-1,1
717035,-3.05593,0.883425,9.40319,1.48753,211,13,49.6149,0.0795898,1.57031,-1,1
730853,-3.43008,0.840378,12.9887,2.56305,211,11,103.523,0.226562,0.229492,-1,1
730891,-3.11516,0.275195,3.10714,-2.81258,321,10,35.8214,0.34375,1.77344,-1,1
810446,-3.80863,0.326375,7.36151,-0.89733,211,12,63.3586,3.07812,3.17188,-1,0
988048,-3.05994,0.40639,4.3429,-2.1465,321,11,12.8515,0.0634766,2.10938,-1,1
1025664,-2.65988,0.285018,2.04708,-0.324572,211,9,17.9821,0.310547,0.482422,-1,1
1048721,-2.44214,0.3281,1.90045,-0.632763,211,12,40.3267,0.388672,9.625,-1,1
1091136,-3.00669,0.538593,5.45859,0.370668,211,10,80.0865,0.178711,0.539062,-1,1
1197152,-2.5973,0.42917,2.89732,0.54274,211,10,43.8127,0.277344,1.38281,-1,1
1216504,-3.789,0.990688,21.9115,1.11801,211,10,67.5293,0.0703125,0.275391,-1,0
1275171,-2.96405,0.39377,3.82508,-0.287646,211,10,72.4382,0.163086,3.1875,-1,0
18321,-3.12641,0.512032,5.84633,0.489275,321,12,125.734,0.0693359,1.29688,-1,1
149955,-2.4637,0.676075,4.0001,-2.78018,211,8,7.15035,0.132812,4.28125,-1,1
414340,-2.19487,0.394757,1.79421,-1.42554,211,10,97.2858,0.488281,1.78906,-1,1
479225,-3.79858,0.448828,10.0224,-1.24237,221,11,48.2852,0.0771484,1.28125,-1,1
479224,-2.60282,0.488142,3.31348,-1.01409,221,10,167.473,0.197266,1.14844,-1,1
544380,-3.3337,0.257561,3.61586,0.315607,211,10,26.5451,0.157227,0.660156,-1,1
612627,-3.0785,0.502207,5.46696,0.580729,411,10,145.993,0.542969,0.0859375,-1,1
620006,-3.04016,0.298477,3.12752,0.157829,211,12,11.1185,0.173828,1.6875,-1,0
660825,-3.23746,0.52016,6.63418,-2.75731,211,10,129.539,0.0908203,1.28125,-1,1
667166,-3.35783,0.422399,6.07441,0.923514,211,12,49.4813,0.150391,1.67969,-1,1
719415,-4.18202,0.297091,9.73169,1.31077,411,11,71.5077,1.84375,0.945312,-1,1
726997,-3.09738,0.952558,10.5663,-0.176214,211,10,74.6233,0.150391,0.8125,-1,0
741551,-3.57217,0.976284,17.3884,-0.550748,211,10,52.7329,0.0581055,0.6875,-1,1
746289,-3.42524,0.158723,2.44135,0.942868,211,10,22.8743,0.0610352,1.0625,-1,1
793520,-2.71973,0.23956,1.8257,0.937233,321,11,68.8236,0.179688,1.96094,-1,1
791206,-3.9201,0.111778,2.81823,-1.94351,321,11,32.7009,0.324219,3.125,-1,1
924442,-3.35725,0.427245,6.14058,-0.268194,321,11,100.5,0.0869141,0.820312,-1,1
935755,-3.61255,0.397438,7.36994,-0.830763,321,10,33.86,0.0517578,0.878906,-1,1
948863,-2.75731,0.692945,5.48147,-2.32269,211,10,243.105,0.191406,0.820312,-1,1
981205,-2.78845,0.707488,5.77217,-0.126822,211,11,50.3726,0.21582,1.42969,-1,1
1069020,-4.14702,0.224144,7.08981,-2.25859,211,10,58.5414,0.111328,0.78125,-1,1
1171059,-2.48368,0.628076,3.79004,-2.0453,211,11,63.9569,0.172852,0.5,-1,1
1250319,-3.12212,0.323054,3.67289,1.05542,211,10,65.4657,0.257812,0.652344,-1,0
1328748,-3.03193,0.178056,1.85048,-2.50853,211,12,88.77,0.917969,15.4375,-1,1
1361679,-3.5194,0.220666,3.72855,-1.58902,211,10,55.2516,0.570312,3.35938,-1,0
1404954,-3.46459,0.625487,10.0061,-1.74025,211,11,99.845,0.125,0.188477,-1,1
1450898,-4.18939,0.102247,3.374,0.411123,211,10,41.2545,0.146484,1.04688,-1,0
1495105,-2.57419,0.374577,2.47162,2.86522,211,10,17.0229,0.141602,1.80469,-1,0
1514860,-2.62183,0.389132,2.69154,-1.14538,321,11,2.01854,0.150391,1.05469,-1,1
1562150,-2.55136,3.22044,20.7759,2.72404,321,12,57.7065,0.0878906,1.03906,-1,1
1581097,-3.38945,0.579226,8.59665,-1.18909,421,11,71.1093,0.212891,0.408203,-1,1
66362,-3.22444,0.259273,3.26415,-2.50995,321,11,18.4138,0.0859375,0.324219,-1,1
114835,-2.96641,0.276234,2.68964,-2.05347,321,11,35.7672,0.308594,0.326172,-1,1
350584,-3.56644,1.30176,23.0535,-2.49968,211,11,64.2034,0.0859375,1.55469,-1,1
368264,-3.12581,0.200411,2.28691,-0.367735,211,9,8.86209,0.0922852,0.691406,-1,0
370482,-2.87128,0.76848,6.80731,1.33115,211,10,225.202,0.149414,1.32031,-1,0
378522,-2.92576,0.46199,4.32006,1.45012,211,10,131.353,0.226562,0.115723,-1,1
567779,-3.23037,0.374098,4.73769,-1.02991,211,10,22.069,0.155273,0.357422,-1,0
586857,-3.51209,0.166315,2.78976,0.970299,321,10,31.4723,0.0908203,0.671875,-1,1
636843,-3.18165,0.335683,4.04967,1.21717,211,11,45.7753,0.357422,0.369141,-1,0
649600,-2.439,0.619949,3.57982,0.797285,211,12,127.59,0.3125,0.114746,-1,1
675231,-3.14913,0.538841,6.29333,-2.41777,411,11,85.549,0.0839844,0.625,-1,1
717361,-2.90952,0.540905,4.97699,-0.452263,211,10,59.4012,0.103027,1.03906,-1,1
719583,-3.4971,0.249482,4.12267,1.1084,321,11,22.3848,0.152344,0.582031,-1,1
746222,-3.32648,0.340907,4.75156,-2.38929,211,11,96.5652,0.0786133,0.835938,-1,1
806568,-3.59437,0.210116,3.82623,0.1889,211,12,37.1267,0.242188,0.738281,-1,1
813999,-3.3555,0.833876,11.9639,-1.95927,321,14,38.0836,0.0480957,0.137695,-1,1
956818,-3.63512,0.509199,9.65767,-2.82585,211,10,37.8734,0.0893555,0.609375,-1,1
959248,-3.83882,0.244246,5.67777,0.687789,211,11,59.185,0.172852,0.816406,-1,1
1018772,-3.54909,0.331418,5.76841,1.79541,211,12,73.5145,0.324219,0.142578,-1,1
1162008,-3.26717,0.608302,7.99158,1.05379,321,10,141.604,0.149414,1.03125,-1,1
1226365,-3.0262,0.204004,2.10811,2.64307,211,11,92.5388,0.125977,3.625,-1,0
1255814,-3.76785,0.243636,5.27592,-2.77763,411,10,25.1679,0.11084,1.60938,-1,1
74011,-2.71508,0.222536,1.68815,-2.24584,211,10,34.6892,0.367188,14.4375,-1,1
96182,-2.85349,0.352587,3.06853,0.26169,321,10,18.1925,0.476562,1.14844,-1,1
114081,-2.58919,0.843753,5.65064,1.24202,211,12,75.8226,0.121582,1.75,-1,1
158698,-2.98775,0.295655,2.94048,-1.11738,321,11,16.7789,0.300781,0.609375,-1,1
263501,-3.64281,0.2773,5.29992,1.02004,211,10,19.9359,0.205078,1.25781,-1,0
362340,-2.92547,0.279171,2.60979,0.378709,321,10,77.0946,0.322266,0.824219,-1,1
568783,-3.54485,0.449418,7.78914,-1.0476,321,10,54.823,1.85156,0.753906,-1,1
628778,-3.34081,0.228622,3.23242,-2.35175,321,11,30.9467,0.120117,1.44531,-1,1
781457,-2.59008,0.439626,2.94679,2.76483,211,10,34.6761,0.0581055,5.46875,-1,1
788211,-3.15389,0.460535,5.4043,2.71285,321,10,43.572,0.261719,1.86719,-1,1
814266,-2.82267,0.471292,3.97797,-2.38629,321,11,77.1351,0.231445,0.726562,-1,1
856675,-2.92021,0.387916,3.60743,-2.78364,321,10,3.03304,0.171875,0.390625,-1,1
1053570,-2.7962,0.527291,4.33522,0.369669,211,10,62.3656,0.186523,1.39844,-1,1
1070295,-2.91204,0.204065,1.88236,1.0767,321,10,43.3801,0.5625,8.1875,-1,1
1118211,-2.8583,0.66289,5.79674,2.96468,321,10,68.8381,0.140625,0.203125,-1,1
1210125,-3.18521,0.514153,6.22476,-2.88197,211,10,46.16,0.257812,0.730469,-1,1
34216,-3.19924,0.371857,4.56542,0.476156,211,11,135.385,0.0839844,0.115723,-1,1
213509,-3.20705,0.158846,1.96544,-1.28221,211,10,13.5078,2.15625,1.74219,-1,1
435519,-3.37367,0.602974,8.8094,2.44386,321,10,65.8197,0.121094,0.621094,-1,1
439265,-3.62902,3.73467,70.4034,1.72315,211,10,40.9963,0.0722656,0.769531,-1,1
495957,-3.74113,0.13342,2.81313,-3.03946,211,11,53.1119,0.255859,0.910156,-1,1
517741,-3.33998,0.278621,3.93607,1.50891,321,10,80.287,0.200195,0.578125,-1,1
539639,-3.17289,0.409477,4.89698,2.77985,211,10,87.1915,0.179688,1.32031,-1,1
704291,-2.95841,0.296446,2.86354,0.64314,211,10,84.8097,0.455078,0.664062,-1,1
744475,-2.94571,0.654731,6.24509,-3.0307,321,10,125.968,0.0830078,1.26562,-1,1
757853,-2.88464,0.456481,4.09761,-0.19246,211,10,84.426,0.200195,0.992188,-1,0
803267,-2.68959,0.58783,4.34805,1.96372,211,10,76.4243,0.106445,0.734375,-1,1
842297,-3.40208,0.349428,5.25187,-0.514585,211,10,84.3289,0.166016,0.566406,-1,1
937459,-3.92167,0.122181,3.08535,0.12467,211,12,44.6893,0.359375,1.23438,-1,1
1017998,-2.9844,0.313174,3.10437,0.697357,211,10,45.6985,0.255859,0.503906,-1,1
1241431,-3.32344,0.333198,4.63008,-0.0620607,411,13,37.5753,0.1875,0.138672,-1,1
1247324,-3.84107,0.228571,5.32535,1.79299,211,11,52.8191,0.566406,1.25781,-1,1
1262037,-2.8787,0.390467,3.48439,2.91795,321,10,43.8228,0.138672,0.550781,-1,1
1272853,-3.20616,0.485538,6.00237,-2.81966,211,10,130.951,0.0913086,0.617188,-1,1
1303717,-3.08582,0.403031,4.41947,-2.61093,211,10,58.8214,0.0976562,1.54688,-1,0
1325484,-2.99367,1.03604,10.3651,-1.65301,321,9,14.4592,0.196289,0.765625,-1,1
1350540,-3.03961,0.371351,3.88894,2.50354,321,11,39.8105,0.236328,3.45312,-1,1
1393020,-3.37266,0.257464,3.75772,-0.789786,211,10,44.0192,0.223633,3.21875,-1,1
1511103,-3.13549,0.477056,5.49651,-0.70187,211,11,72.6661,0.335938,0.373047,-1,1
1514105,-3.94747,0.452647,11.7289,0.292295,211,11,26.5901,0.132812,2.23438,-1,1
1588108,-3.08166,0.251119,2.74226,-1.94488,211,10,79.1086,0.273438,2,-1,1
1602493,-3.63583,0.116417,2.20958,2.75207,421,10,5.33331,0.19043,7.28125,-1,1
1608335,-2.77647,0.5445,4.3899,3.02872,321,10,56.3923,0.128906,0.882812,-1,1
1663538,-3.61394,0.17767,3.29923,-2.84461,211,12,57.1736,0.851562,1.51562,-1,1
45720,-3.34809,0.269846,3.84308,1.51456,211,12,53.172,0.155273,0.245117,-1,1
59255,-2.58855,0.772611,5.17093,-2.80667,411,10,320.522,0.213867,1.39062,-1,1
181956,-3.47173,0.28762,4.63404,3.05953,211,10,28.0245,0.166016,4.21875,-1,0
221075,-3.21897,0.332009,4.15716,-2.12067,321,10,48.8218,0.108398,1.3125,-1,1
271042,-3.21583,0.199261,2.48717,-0.189976,321,10,44.0355,0.145508,0.302734,-1,1
349548,-3.13571,1.18536,13.6603,1.64118,421,12,92.9326,0.0605469,0.119141,-1,1
409618,-3.47472,0.960713,15.525,1.20602,411,12,43.4114,0.189453,0.746094,-1,1
418805,-2.79825,0.699633,5.76386,2.9201,211,9,66.1576,0.257812,2.03125,-1,1
510093,-3.51688,0.166059,2.79883,-2.90727,211,12,18.8488,0.0649414,3.28125,-1,1
530002,-3.17975,0.355648,4.2824,2.58749,211,10,44.5359,0.133789,1.80469,-1,1
576628,-3.30122,1.00713,13.6882,-2.58371,421,10,74.808,0.111328,0.287109,-1,1
590249,-3.2452,0.210505,2.7056,0.197025,321,12,30.6478,0.96875,10.625,-1,1
630382,-3.23226,0.220642,2.79954,-0.94369,211,10,36.4127,0.232422,1.75,-1,1
642828,-3.27267,0.390728,5.16144,1.00167,321,10,20.8115,0.232422,1.28125,-1,1
667729,-2.86437,0.477167,4.19787,1.10552,211,9,169.406,0.141602,0.310547,-1,1
811799,-3.77138,0.284425,6.18098,0.0546774,411,10,15.3676,0.116699,0.550781,-1,1
816213,-3.07457,1.79629,19.4778,-2.24661,211,10,64.2339,0.0255127,0.298828,-1,1
966440,-3.7892,0.270631,5.98683,3.02336,411,10,64.5743,0.243164,0.890625,-1,1
984443,-2.85068,0.358105,3.10787,-2.40012,211,10,138.707,0.0961914,1,-1,1
1019901,-3.20799,0.373484,4.62558,1.20942,411,11,22.0088,0.324219,0.894531,-1,1
97749,-3.25236,0.298108,3.85898,-0.7229,211,10,85.3904,0.439453,0.949219,-1,1
150457,-2.98618,0.244479,2.42771,-2.78228,211,11,106.468,1.34375,0.867188,-1,1
